,name,id,height,weight,base_experience,stats,types,url
343,claydol,344,15,1080,175,"{'hp': 60, 'attack': 70, 'defense': 105, 'special-attack': 70, 'special-defense': 120, 'speed': 75}","['ground', 'psychic']",https://pokeapi.co/api/v2/pokemon/344/
344,lileep,345,10,238,71,"{'hp': 66, 'attack': 41, 'defense': 77, 'special-attack': 61, 'special-defense': 87, 'speed': 23}","['rock', 'grass']",https://pokeapi.co/api/v2/pokemon/345/
345,cradily,346,15,604,173,"{'hp': 86, 'attack': 81, 'defense': 97, 'special-attack': 81, 'special-defense': 107, 'speed': 43}","['rock', 'grass']",https://pokeapi.co/api/v2/pokemon/346/
346,anorith,347,7,125,71,"{'hp': 45, 'attack': 95, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 75}","['rock', 'bug']",https://pokeapi.co/api/v2/pokemon/347/
347,armaldo,348,15,682,173,"{'hp': 75, 'attack': 125, 'defense': 100, 'special-attack': 70, 'special-defense': 80, 'speed': 45}","['rock', 'bug']",https://pokeapi.co/api/v2/pokemon/348/
348,feebas,349,6,74,40,"{'hp': 20, 'attack': 15, 'defense': 20, 'special-attack': 10, 'special-defense': 55, 'speed': 80}",['water'],https://pokeapi.co/api/v2/pokemon/349/
349,milotic,350,62,1620,189,"{'hp': 95, 'attack': 60, 'defense': 79, 'special-attack': 100, 'special-defense': 125, 'speed': 81}",['water'],https://pokeapi.co/api/v2/pokemon/350/
350,castform,351,3,8,147,"{'hp': 70, 'attack': 70, 'defense': 70, 'special-attack': 70, 'special-defense': 70, 'speed': 70}",['normal'],https://pokeapi.co/api/v2/pokemon/351/
351,kecleon,352,10,220,154,"{'hp': 60, 'attack': 90, 'defense': 70, 'special-attack': 60, 'special-defense': 120, 'speed': 40}",['normal'],https://pokeapi.co/api/v2/pokemon/352/
352,shuppet,353,6,23,59,"{'hp': 44, 'attack': 75, 'defense': 35, 'special-attack': 63, 'special-defense': 33, 'speed': 45}",['ghost'],https://pokeapi.co/api/v2/pokemon/353/
353,banette,354,11,125,159,"{'hp': 64, 'attack': 115, 'defense': 65, 'special-attack': 83, 'special-defense': 63, 'speed': 65}",['ghost'],https://pokeapi.co/api/v2/pokemon/354/
354,duskull,355,8,150,59,"{'hp': 20, 'attack': 40, 'defense': 90, 'special-attack': 30, 'special-defense': 90, 'speed': 25}",['ghost'],https://pokeapi.co/api/v2/pokemon/355/
355,dusclops,356,16,306,159,"{'hp': 40, 'attack': 70, 'defense': 130, 'special-attack': 60, 'special-defense': 130, 'speed': 25}",['ghost'],https://pokeapi.co/api/v2/pokemon/356/
356,tropius,357,20,1000,161,"{'hp': 99, 'attack': 68, 'defense': 83, 'special-attack': 72, 'special-defense': 87, 'speed': 51}","['grass', 'flying']",https://pokeapi.co/api/v2/pokemon/357/
357,chimecho,358,6,10,159,"{'hp': 75, 'attack': 50, 'defense': 80, 'special-attack': 95, 'special-defense': 90, 'speed': 65}",['psychic'],https://pokeapi.co/api/v2/pokemon/358/
358,absol,359,12,470,163,"{'hp': 65, 'attack': 130, 'defense': 60, 'special-attack': 75, 'special-defense': 60, 'speed': 75}",['dark'],https://pokeapi.co/api/v2/pokemon/359/
359,wynaut,360,6,140,52,"{'hp': 95, 'attack': 23, 'defense': 48, 'special-attack': 23, 'special-defense': 48, 'speed': 23}",['psychic'],https://pokeapi.co/api/v2/pokemon/360/
360,snorunt,361,7,168,60,"{'hp': 50, 'attack': 50, 'defense': 50, 'special-attack': 50, 'special-defense': 50, 'speed': 50}",['ice'],https://pokeapi.co/api/v2/pokemon/361/
361,glalie,362,15,2565,168,"{'hp': 80, 'attack': 80, 'defense': 80, 'special-attack': 80, 'special-defense': 80, 'speed': 80}",['ice'],https://pokeapi.co/api/v2/pokemon/362/
362,spheal,363,8,395,58,"{'hp': 70, 'attack': 40, 'defense': 50, 'special-attack': 55, 'special-defense': 50, 'speed': 25}","['ice', 'water']",https://pokeapi.co/api/v2/pokemon/363/
363,sealeo,364,11,876,144,"{'hp': 90, 'attack': 60, 'defense': 70, 'special-attack': 75, 'special-defense': 70, 'speed': 45}","['ice', 'water']",https://pokeapi.co/api/v2/pokemon/364/
364,walrein,365,14,1506,265,"{'hp': 110, 'attack': 80, 'defense': 90, 'special-attack': 95, 'special-defense': 90, 'speed': 65}","['ice', 'water']",https://pokeapi.co/api/v2/pokemon/365/
365,clamperl,366,4,525,69,"{'hp': 35, 'attack': 64, 'defense': 85, 'special-attack': 74, 'special-defense': 55, 'speed': 32}",['water'],https://pokeapi.co/api/v2/pokemon/366/
366,huntail,367,17,270,170,"{'hp': 55, 'attack': 104, 'defense': 105, 'special-attack': 94, 'special-defense': 75, 'speed': 52}",['water'],https://pokeapi.co/api/v2/pokemon/367/
367,gorebyss,368,18,226,170,"{'hp': 55, 'attack': 84, 'defense': 105, 'special-attack': 114, 'special-defense': 75, 'speed': 52}",['water'],https://pokeapi.co/api/v2/pokemon/368/
368,relicanth,369,10,234,170,"{'hp': 100, 'attack': 90, 'defense': 130, 'special-attack': 45, 'special-defense': 65, 'speed': 55}","['water', 'rock']",https://pokeapi.co/api/v2/pokemon/369/
369,luvdisc,370,6,87,116,"{'hp': 43, 'attack': 30, 'defense': 55, 'special-attack': 40, 'special-defense': 65, 'speed': 97}",['water'],https://pokeapi.co/api/v2/pokemon/370/
370,bagon,371,6,421,60,"{'hp': 45, 'attack': 75, 'defense': 60, 'special-attack': 40, 'special-defense': 30, 'speed': 50}",['dragon'],https://pokeapi.co/api/v2/pokemon/371/
371,shelgon,372,11,1105,147,"{'hp': 65, 'attack': 95, 'defense': 100, 'special-attack': 60, 'special-defense': 50, 'speed': 50}",['dragon'],https://pokeapi.co/api/v2/pokemon/372/
372,salamence,373,15,1026,300,"{'hp': 95, 'attack': 135, 'defense': 80, 'special-attack': 110, 'special-defense': 80, 'speed': 100}","['dragon', 'flying']",https://pokeapi.co/api/v2/pokemon/373/
373,beldum,374,6,952,60,"{'hp': 40, 'attack': 55, 'defense': 80, 'special-attack': 35, 'special-defense': 60, 'speed': 30}","['steel', 'psychic']",https://pokeapi.co/api/v2/pokemon/374/
374,metang,375,12,2025,147,"{'hp': 60, 'attack': 75, 'defense': 100, 'special-attack': 55, 'special-defense': 80, 'speed': 50}","['steel', 'psychic']",https://pokeapi.co/api/v2/pokemon/375/
375,metagross,376,16,5500,300,"{'hp': 80, 'attack': 135, 'defense': 130, 'special-attack': 95, 'special-defense': 90, 'speed': 70}","['steel', 'psychic']",https://pokeapi.co/api/v2/pokemon/376/
376,regirock,377,17,2300,290,"{'hp': 80, 'attack': 100, 'defense': 200, 'special-attack': 50, 'special-defense': 100, 'speed': 50}",['rock'],https://pokeapi.co/api/v2/pokemon/377/
377,regice,378,18,1750,290,"{'hp': 80, 'attack': 50, 'defense': 100, 'special-attack': 100, 'special-defense': 200, 'speed': 50}",['ice'],https://pokeapi.co/api/v2/pokemon/378/
378,registeel,379,19,2050,290,"{'hp': 80, 'attack': 75, 'defense': 150, 'special-attack': 75, 'special-defense': 150, 'speed': 50}",['steel'],https://pokeapi.co/api/v2/pokemon/379/
379,latias,380,14,400,300,"{'hp': 80, 'attack': 80, 'defense': 90, 'special-attack': 110, 'special-defense': 130, 'speed': 110}","['dragon', 'psychic']",https://pokeapi.co/api/v2/pokemon/380/
380,latios,381,20,600,300,"{'hp': 80, 'attack': 90, 'defense': 80, 'special-attack': 130, 'special-defense': 110, 'speed': 110}","['dragon', 'psychic']",https://pokeapi.co/api/v2/pokemon/381/
381,kyogre,382,45,3520,335,"{'hp': 100, 'attack': 100, 'defense': 90, 'special-attack': 150, 'special-defense': 140, 'speed': 90}",['water'],https://pokeapi.co/api/v2/pokemon/382/
382,groudon,383,35,9500,335,"{'hp': 100, 'attack': 150, 'defense': 140, 'special-attack': 100, 'special-defense': 90, 'speed': 90}",['ground'],https://pokeapi.co/api/v2/pokemon/383/
383,rayquaza,384,70,2065,340,"{'hp': 105, 'attack': 150, 'defense': 90, 'special-attack': 150, 'special-defense': 90, 'speed': 95}","['dragon', 'flying']",https://pokeapi.co/api/v2/pokemon/384/
384,jirachi,385,3,11,300,"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}","['steel', 'psychic']",https://pokeapi.co/api/v2/pokemon/385/
385,deoxys-normal,386,17,608,270,"{'hp': 50, 'attack': 150, 'defense': 50, 'special-attack': 150, 'special-defense': 50, 'speed': 150}",['psychic'],https://pokeapi.co/api/v2/pokemon/386/
386,turtwig,387,4,102,64,"{'hp': 55, 'attack': 68, 'defense': 64, 'special-attack': 45, 'special-defense': 55, 'speed': 31}",['grass'],https://pokeapi.co/api/v2/pokemon/387/
387,grotle,388,11,970,142,"{'hp': 75, 'attack': 89, 'defense': 85, 'special-attack': 55, 'special-defense': 65, 'speed': 36}",['grass'],https://pokeapi.co/api/v2/pokemon/388/
388,torterra,389,22,3100,236,"{'hp': 95, 'attack': 109, 'defense': 105, 'special-attack': 75, 'special-defense': 85, 'speed': 56}","['grass', 'ground']",https://pokeapi.co/api/v2/pokemon/389/
389,chimchar,390,5,62,62,"{'hp': 44, 'attack': 58, 'defense': 44, 'special-attack': 58, 'special-defense': 44, 'speed': 61}",['fire'],https://pokeapi.co/api/v2/pokemon/390/
390,monferno,391,9,220,142,"{'hp': 64, 'attack': 78, 'defense': 52, 'special-attack': 78, 'special-defense': 52, 'speed': 81}","['fire', 'fighting']",https://pokeapi.co/api/v2/pokemon/391/
391,infernape,392,12,550,240,"{'hp': 76, 'attack': 104, 'defense': 71, 'special-attack': 104, 'special-defense': 71, 'speed': 108}","['fire', 'fighting']",https://pokeapi.co/api/v2/pokemon/392/
392,piplup,393,4,52,63,"{'hp': 53, 'attack': 51, 'defense': 53, 'special-attack': 61, 'special-defense': 56, 'speed': 40}",['water'],https://pokeapi.co/api/v2/pokemon/393/
393,prinplup,394,8,230,142,"{'hp': 64, 'attack': 66, 'defense': 68, 'special-attack': 81, 'special-defense': 76, 'speed': 50}",['water'],https://pokeapi.co/api/v2/pokemon/394/
394,empoleon,395,17,845,239,"{'hp': 84, 'attack': 86, 'defense': 88, 'special-attack': 111, 'special-defense': 101, 'speed': 60}","['water', 'steel']",https://pokeapi.co/api/v2/pokemon/395/
395,starly,396,3,20,49,"{'hp': 40, 'attack': 55, 'defense': 30, 'special-attack': 30, 'special-defense': 30, 'speed': 60}","['normal', 'flying']",https://pokeapi.co/api/v2/pokemon/396/
396,staravia,397,6,155,119,"{'hp': 55, 'attack': 75, 'defense': 50, 'special-attack': 40, 'special-defense': 40, 'speed': 80}","['normal', 'flying']",https://pokeapi.co/api/v2/pokemon/397/
397,staraptor,398,12,249,218,"{'hp': 85, 'attack': 120, 'defense': 70, 'special-attack': 50, 'special-defense': 60, 'speed': 100}","['normal', 'flying']",https://pokeapi.co/api/v2/pokemon/398/
398,bidoof,399,5,200,50,"{'hp': 59, 'attack': 45, 'defense': 40, 'special-attack': 35, 'special-defense': 40, 'speed': 31}",['normal'],https://pokeapi.co/api/v2/pokemon/399/
399,bibarel,400,10,315,144,"{'hp': 79, 'attack': 85, 'defense': 60, 'special-attack': 55, 'special-defense': 60, 'speed': 71}","['normal', 'water']",https://pokeapi.co/api/v2/pokemon/400/
400,kricketot,401,3,22,39,"{'hp': 37, 'attack': 25, 'defense': 41, 'special-attack': 25, 'special-defense': 41, 'speed': 25}",['bug'],https://pokeapi.co/api/v2/pokemon/401/
401,kricketune,402,10,255,134,"{'hp': 77, 'attack': 85, 'defense': 51, 'special-attack': 55, 'special-defense': 51, 'speed': 65}",['bug'],https://pokeapi.co/api/v2/pokemon/402/
402,shinx,403,5,95,53,"{'hp': 45, 'attack': 65, 'defense': 34, 'special-attack': 40, 'special-defense': 34, 'speed': 45}",['electric'],https://pokeapi.co/api/v2/pokemon/403/
403,luxio,404,9,305,127,"{'hp': 60, 'attack': 85, 'defense': 49, 'special-attack': 60, 'special-defense': 49, 'speed': 60}",['electric'],https://pokeapi.co/api/v2/pokemon/404/
404,luxray,405,14,420,262,"{'hp': 80, 'attack': 120, 'defense': 79, 'special-attack': 95, 'special-defense': 79, 'speed': 70}",['electric'],https://pokeapi.co/api/v2/pokemon/405/
405,budew,406,2,12,56,"{'hp': 40, 'attack': 30, 'defense': 35, 'special-attack': 50, 'special-defense': 70, 'speed': 55}","['grass', 'poison']",https://pokeapi.co/api/v2/pokemon/406/
406,roserade,407,9,145,258,"{'hp': 60, 'attack': 70, 'defense': 65, 'special-attack': 125, 'special-defense': 105, 'speed': 90}","['grass', 'poison']",https://pokeapi.co/api/v2/pokemon/407/
407,cranidos,408,9,315,70,"{'hp': 67, 'attack': 125, 'defense': 40, 'special-attack': 30, 'special-defense': 30, 'speed': 58}",['rock'],https://pokeapi.co/api/v2/pokemon/408/
408,rampardos,409,16,1025,173,"{'hp': 97, 'attack': 165, 'defense': 60, 'special-attack': 65, 'special-defense': 50, 'speed': 58}",['rock'],https://pokeapi.co/api/v2/pokemon/409/
409,shieldon,410,5,570,70,"{'hp': 30, 'attack': 42, 'defense': 118, 'special-attack': 42, 'special-defense': 88, 'speed': 30}","['rock', 'steel']",https://pokeapi.co/api/v2/pokemon/410/
410,bastiodon,411,13,1495,173,"{'hp': 60, 'attack': 52, 'defense': 168, 'special-attack': 47, 'special-defense': 138, 'speed': 30}","['rock', 'steel']",https://pokeapi.co/api/v2/pokemon/411/
411,burmy,412,2,34,45,"{'hp': 40, 'attack': 29, 'defense': 45, 'special-attack': 29, 'special-defense': 45, 'speed': 36}",['bug'],https://pokeapi.co/api/v2/pokemon/412/
412,wormadam-plant,413,5,65,148,"{'hp': 60, 'attack': 59, 'defense': 85, 'special-attack': 79, 'special-defense': 105, 'speed': 36}","['bug', 'grass']",https://pokeapi.co/api/v2/pokemon/413/
413,mothim,414,9,233,148,"{'hp': 70, 'attack': 94, 'defense': 50, 'special-attack': 94, 'special-defense': 50, 'speed': 66}","['bug', 'flying']",https://pokeapi.co/api/v2/pokemon/414/
414,combee,415,3,55,49,"{'hp': 30, 'attack': 30, 'defense': 42, 'special-attack': 30, 'special-defense': 42, 'speed': 70}","['bug', 'flying']",https://pokeapi.co/api/v2/pokemon/415/
415,vespiquen,416,12,385,166,"{'hp': 70, 'attack': 80, 'defense': 102, 'special-attack': 80, 'special-defense': 102, 'speed': 40}","['bug', 'flying']",https://pokeapi.co/api/v2/pokemon/416/
416,pachirisu,417,4,39,142,"{'hp': 60, 'attack': 45, 'defense': 70, 'special-attack': 45, 'special-defense': 90, 'speed': 95}",['electric'],https://pokeapi.co/api/v2/pokemon/417/
417,buizel,418,7,295,66,"{'hp': 55, 'attack': 65, 'defense': 35, 'special-attack': 60, 'special-defense': 30, 'speed': 85}",['water'],https://pokeapi.co/api/v2/pokemon/418/
418,floatzel,419,11,335,173,"{'hp': 85, 'attack': 105, 'defense': 55, 'special-attack': 85, 'special-defense': 50, 'speed': 115}",['water'],https://pokeapi.co/api/v2/pokemon/419/
419,cherubi,420,4,33,55,"{'hp': 45, 'attack': 35, 'defense': 45, 'special-attack': 62, 'special-defense': 53, 'speed': 35}",['grass'],https://pokeapi.co/api/v2/pokemon/420/
420,cherrim,421,5,93,158,"{'hp': 70, 'attack': 60, 'defense': 70, 'special-attack': 87, 'special-defense': 78, 'speed': 85}",['grass'],https://pokeapi.co/api/v2/pokemon/421/
421,shellos,422,3,63,65,"{'hp': 76, 'attack': 48, 'defense': 48, 'special-attack': 57, 'special-defense': 62, 'speed': 34}",['water'],https://pokeapi.co/api/v2/pokemon/422/
422,gastrodon,423,9,299,166,"{'hp': 111, 'attack': 83, 'defense': 68, 'special-attack': 92, 'special-defense': 82, 'speed': 39}","['water', 'ground']",https://pokeapi.co/api/v2/pokemon/423/
423,ambipom,424,12,203,169,"{'hp': 75, 'attack': 100, 'defense': 66, 'special-attack': 60, 'special-defense': 66, 'speed': 115}",['normal'],https://pokeapi.co/api/v2/pokemon/424/
424,drifloon,425,4,12,70,"{'hp': 90, 'attack': 50, 'defense': 34, 'special-attack': 60, 'special-defense': 44, 'speed': 70}","['ghost', 'flying']",https://pokeapi.co/api/v2/pokemon/425/
425,drifblim,426,12,150,174,"{'hp': 150, 'attack': 80, 'defense': 44, 'special-attack': 90, 'special-defense': 54, 'speed': 80}","['ghost', 'flying']",https://pokeapi.co/api/v2/pokemon/426/
426,buneary,427,4,55,70,"{'hp': 55, 'attack': 66, 'defense': 44, 'special-attack': 44, 'special-defense': 56, 'speed': 85}",['normal'],https://pokeapi.co/api/v2/pokemon/427/
427,lopunny,428,12,333,168,"{'hp': 65, 'attack': 76, 'defense': 84, 'special-attack': 54, 'special-defense': 96, 'speed': 105}",['normal'],https://pokeapi.co/api/v2/pokemon/428/
428,mismagius,429,9,44,173,"{'hp': 60, 'attack': 60, 'defense': 60, 'special-attack': 105, 'special-defense': 105, 'speed': 105}",['ghost'],https://pokeapi.co/api/v2/pokemon/429/
429,honchkrow,430,9,273,177,"{'hp': 100, 'attack': 125, 'defense': 52, 'special-attack': 105, 'special-defense': 52, 'speed': 71}","['dark', 'flying']",https://pokeapi.co/api/v2/pokemon/430/
430,glameow,431,5,39,62,"{'hp': 49, 'attack': 55, 'defense': 42, 'special-attack': 42, 'special-defense': 37, 'speed': 85}",['normal'],https://pokeapi.co/api/v2/pokemon/431/
431,purugly,432,10,438,158,"{'hp': 71, 'attack': 82, 'defense': 64, 'special-attack': 64, 'special-defense': 59, 'speed': 112}",['normal'],https://pokeapi.co/api/v2/pokemon/432/
432,chingling,433,2,6,57,"{'hp': 45, 'attack': 30, 'defense': 50, 'special-attack': 65, 'special-defense': 50, 'speed': 45}",['psychic'],https://pokeapi.co/api/v2/pokemon/433/
433,stunky,434,4,192,66,"{'hp': 63, 'attack': 63, 'defense': 47, 'special-attack': 41, 'special-defense': 41, 'speed': 74}","['poison', 'dark']",https://pokeapi.co/api/v2/pokemon/434/
434,skuntank,435,10,380,168,"{'hp': 103, 'attack': 93, 'defense': 67, 'special-attack': 71, 'special-defense': 61, 'speed': 84}","['poison', 'dark']",https://pokeapi.co/api/v2/pokemon/435/
435,bronzor,436,5,605,60,"{'hp': 57, 'attack': 24, 'defense': 86, 'special-attack': 24, 'special-defense': 86, 'speed': 23}","['steel', 'psychic']",https://pokeapi.co/api/v2/pokemon/436/
436,bronzong,437,13,1870,175,"{'hp': 67, 'attack': 89, 'defense': 116, 'special-attack': 79, 'special-defense': 116, 'speed': 33}","['steel', 'psychic']",https://pokeapi.co/api/v2/pokemon/437/
437,bonsly,438,5,150,58,"{'hp': 50, 'attack': 80, 'defense': 95, 'special-attack': 10, 'special-defense': 45, 'speed': 10}",['rock'],https://pokeapi.co/api/v2/pokemon/438/
438,mime-jr,439,6,130,62,"{'hp': 20, 'attack': 25, 'defense': 45, 'special-attack': 70, 'special-defense': 90, 'speed': 60}","['psychic', 'fairy']",https://pokeapi.co/api/v2/pokemon/439/
439,happiny,440,6,244,110,"{'hp': 100, 'attack': 5, 'defense': 5, 'special-attack': 15, 'special-defense': 65, 'speed': 30}",['normal'],https://pokeapi.co/api/v2/pokemon/440/
440,chatot,441,5,19,144,"{'hp': 76, 'attack': 65, 'defense': 45, 'special-attack': 92, 'special-defense': 42, 'speed': 91}","['normal', 'flying']",https://pokeapi.co/api/v2/pokemon/441/
441,spiritomb,442,10,1080,170,"{'hp': 50, 'attack': 92, 'defense': 108, 'special-attack': 92, 'special-defense': 108, 'speed': 35}","['ghost', 'dark']",https://pokeapi.co/api/v2/pokemon/442/
442,gible,443,7,205,60,"{'hp': 58, 'attack': 70, 'defense': 45, 'special-attack': 40, 'special-defense': 45, 'speed': 42}","['dragon', 'ground']",https://pokeapi.co/api/v2/pokemon/443/
443,gabite,444,14,560,144,"{'hp': 68, 'attack': 90, 'defense': 65, 'special-attack': 50, 'special-defense': 55, 'speed': 82}","['dragon', 'ground']",https://pokeapi.co/api/v2/pokemon/444/
444,garchomp,445,19,950,300,"{'hp': 108, 'attack': 130, 'defense': 95, 'special-attack': 80, 'special-defense': 85, 'speed': 102}","['dragon', 'ground']",https://pokeapi.co/api/v2/pokemon/445/
445,munchlax,446,6,1050,78,"{'hp': 135, 'attack': 85, 'defense': 40, 'special-attack': 40, 'special-defense': 85, 'speed': 5}",['normal'],https://pokeapi.co/api/v2/pokemon/446/
446,riolu,447,7,202,57,"{'hp': 40, 'attack': 70, 'defense': 40, 'special-attack': 35, 'special-defense': 40, 'speed': 60}",['fighting'],https://pokeapi.co/api/v2/pokemon/447/
447,lucario,448,12,540,184,"{'hp': 70, 'attack': 110, 'defense': 70, 'special-attack': 115, 'special-defense': 70, 'speed': 90}","['fighting', 'steel']",https://pokeapi.co/api/v2/pokemon/448/
448,hippopotas,449,8,495,66,"{'hp': 68, 'attack': 72, 'defense': 78, 'special-attack': 38, 'special-defense': 42, 'speed': 32}",['ground'],https://pokeapi.co/api/v2/pokemon/449/
449,hippowdon,450,20,3000,184,"{'hp': 108, 'attack': 112, 'defense': 118, 'special-attack': 68, 'special-defense': 72, 'speed': 47}",['ground'],https://pokeapi.co/api/v2/pokemon/450/
450,skorupi,451,8,120,66,"{'hp': 40, 'attack': 50, 'defense': 90, 'special-attack': 30, 'special-defense': 55, 'speed': 65}","['poison', 'bug']",https://pokeapi.co/api/v2/pokemon/451/
451,drapion,452,13,615,175,"{'hp': 70, 'attack': 90, 'defense': 110, 'special-attack': 60, 'special-defense': 75, 'speed': 95}","['poison', 'dark']",https://pokeapi.co/api/v2/pokemon/452/
452,croagunk,453,7,230,60,"{'hp': 48, 'attack': 61, 'defense': 40, 'special-attack': 61, 'special-defense': 40, 'speed': 50}","['poison', 'fighting']",https://pokeapi.co/api/v2/pokemon/453/
453,toxicroak,454,13,444,172,"{'hp': 83, 'attack': 106, 'defense': 65, 'special-attack': 86, 'special-defense': 65, 'speed': 85}","['poison', 'fighting']",https://pokeapi.co/api/v2/pokemon/454/
454,carnivine,455,14,270,159,"{'hp': 74, 'attack': 100, 'defense': 72, 'special-attack': 90, 'special-defense': 72, 'speed': 46}",['grass'],https://pokeapi.co/api/v2/pokemon/455/
455,finneon,456,4,70,66,"{'hp': 49, 'attack': 49, 'defense': 56, 'special-attack': 49, 'special-defense': 61, 'speed': 66}",['water'],https://pokeapi.co/api/v2/pokemon/456/
456,lumineon,457,12,240,161,"{'hp': 69, 'attack': 69, 'defense': 76, 'special-attack': 69, 'special-defense': 86, 'speed': 91}",['water'],https://pokeapi.co/api/v2/pokemon/457/
457,mantyke,458,10,650,69,"{'hp': 45, 'attack': 20, 'defense': 50, 'special-attack': 60, 'special-defense': 120, 'speed': 50}","['water', 'flying']",https://pokeapi.co/api/v2/pokemon/458/
458,snover,459,10,505,67,"{'hp': 60, 'attack': 62, 'defense': 50, 'special-attack': 62, 'special-defense': 60, 'speed': 40}","['grass', 'ice']",https://pokeapi.co/api/v2/pokemon/459/
459,abomasnow,460,22,1355,173,"{'hp': 90, 'attack': 92, 'defense': 75, 'special-attack': 92, 'special-defense': 85, 'speed': 60}","['grass', 'ice']",https://pokeapi.co/api/v2/pokemon/460/
460,weavile,461,11,340,179,"{'hp': 70, 'attack': 120, 'defense': 65, 'special-attack': 45, 'special-defense': 85, 'speed': 125}","['dark', 'ice']",https://pokeapi.co/api/v2/pokemon/461/
461,magnezone,462,12,1800,268,"{'hp': 70, 'attack': 70, 'defense': 115, 'special-attack': 130, 'special-defense': 90, 'speed': 60}","['electric', 'steel']",https://pokeapi.co/api/v2/pokemon/462/
462,lickilicky,463,17,1400,180,"{'hp': 110, 'attack': 85, 'defense': 95, 'special-attack': 80, 'special-defense': 95, 'speed': 50}",['normal'],https://pokeapi.co/api/v2/pokemon/463/
463,rhyperior,464,24,2828,268,"{'hp': 115, 'attack': 140, 'defense': 130, 'special-attack': 55, 'special-defense': 55, 'speed': 40}","['ground', 'rock']",https://pokeapi.co/api/v2/pokemon/464/
464,tangrowth,465,20,1286,187,"{'hp': 100, 'attack': 100, 'defense': 125, 'special-attack': 110, 'special-defense': 50, 'speed': 50}",['grass'],https://pokeapi.co/api/v2/pokemon/465/
465,electivire,466,18,1386,270,"{'hp': 75, 'attack': 123, 'defense': 67, 'special-attack': 95, 'special-defense': 85, 'speed': 95}",['electric'],https://pokeapi.co/api/v2/pokemon/466/
466,magmortar,467,16,680,270,"{'hp': 75, 'attack': 95, 'defense': 67, 'special-attack': 125, 'special-defense': 95, 'speed': 83}",['fire'],https://pokeapi.co/api/v2/pokemon/467/
467,togekiss,468,15,380,273,"{'hp': 85, 'attack': 50, 'defense': 95, 'special-attack': 120, 'special-defense': 115, 'speed': 80}","['fairy', 'flying']",https://pokeapi.co/api/v2/pokemon/468/
468,yanmega,469,19,515,180,"{'hp': 86, 'attack': 76, 'defense': 86, 'special-attack': 116, 'special-defense': 56, 'speed': 95}","['bug', 'flying']",https://pokeapi.co/api/v2/pokemon/469/
469,leafeon,470,10,255,184,"{'hp': 65, 'attack': 110, 'defense': 130, 'special-attack': 60, 'special-defense': 65, 'speed': 95}",['grass'],https://pokeapi.co/api/v2/pokemon/470/
470,glaceon,471,8,259,184,"{'hp': 65, 'attack': 60, 'defense': 110, 'special-attack': 130, 'special-defense': 95, 'speed': 65}",['ice'],https://pokeapi.co/api/v2/pokemon/471/
471,gliscor,472,20,425,179,"{'hp': 75, 'attack': 95, 'defense': 125, 'special-attack': 45, 'special-defense': 75, 'speed': 95}","['ground', 'flying']",https://pokeapi.co/api/v2/pokemon/472/
472,mamoswine,473,25,2910,265,"{'hp': 110, 'attack': 130, 'defense': 80, 'special-attack': 70, 'special-defense': 60, 'speed': 80}","['ice', 'ground']",https://pokeapi.co/api/v2/pokemon/473/
473,porygon-z,474,9,340,268,"{'hp': 85, 'attack': 80, 'defense': 70, 'special-attack': 135, 'special-defense': 75, 'speed': 90}",['normal'],https://pokeapi.co/api/v2/pokemon/474/
474,gallade,475,16,520,259,"{'hp': 68, 'attack': 125, 'defense': 65, 'special-attack': 65, 'special-defense': 115, 'speed': 80}","['psychic', 'fighting']",https://pokeapi.co/api/v2/pokemon/475/
475,probopass,476,14,3400,184,"{'hp': 60, 'attack': 55, 'defense': 145, 'special-attack': 75, 'special-defense': 150, 'speed': 40}","['rock', 'steel']",https://pokeapi.co/api/v2/pokemon/476/
476,dusknoir,477,22,1066,263,"{'hp': 45, 'attack': 100, 'defense': 135, 'special-attack': 65, 'special-defense': 135, 'speed': 45}",['ghost'],https://pokeapi.co/api/v2/pokemon/477/
477,froslass,478,13,266,168,"{'hp': 70, 'attack': 80, 'defense': 70, 'special-attack': 80, 'special-defense': 70, 'speed': 110}","['ice', 'ghost']",https://pokeapi.co/api/v2/pokemon/478/
478,rotom,479,3,3,154,"{'hp': 50, 'attack': 50, 'defense': 77, 'special-attack': 95, 'special-defense': 77, 'speed': 91}","['electric', 'ghost']",https://pokeapi.co/api/v2/pokemon/479/
479,uxie,480,3,3,290,"{'hp': 75, 'attack': 75, 'defense': 130, 'special-attack': 75, 'special-defense': 130, 'speed': 95}",['psychic'],https://pokeapi.co/api/v2/pokemon/480/
480,mesprit,481,3,3,290,"{'hp': 80, 'attack': 105, 'defense': 105, 'special-attack': 105, 'special-defense': 105, 'speed': 80}",['psychic'],https://pokeapi.co/api/v2/pokemon/481/
481,azelf,482,3,3,290,"{'hp': 75, 'attack': 125, 'defense': 70, 'special-attack': 125, 'special-defense': 70, 'speed': 115}",['psychic'],https://pokeapi.co/api/v2/pokemon/482/
482,dialga,483,54,6830,340,"{'hp': 100, 'attack': 120, 'defense': 120, 'special-attack': 150, 'special-defense': 100, 'speed': 90}","['steel', 'dragon']",https://pokeapi.co/api/v2/pokemon/483/
